Number of all enter event candidates: 8891
candidates per time window:
tw 0: 1, average value: 5.0
tw 324: 0, average value: 0
tw 325: 0, average value: 0
tw 326: 0, average value: 0
tw 327: 0, average value: 0
tw 328: 0, average value: 0
tw 329: 0, average value: 0
tw 330: 0, average value: 0
tw 331: 0, average value: 0
tw 332: 0, average value: 0
tw 333: 0, average value: 0
tw 334: 0, average value: 0
tw 335: 0, average value: 0
tw 336: 0, average value: 0
tw 337: 0, average value: 0
tw 338: 0, average value: 0
tw 339: 0, average value: 0
tw 340: 0, average value: 0
tw 341: 0, average value: 0
tw 342: 0, average value: 0
tw 343: 0, average value: 0
tw 344: 0, average value: 0
tw 345: 0, average value: 0
tw 346: 0, average value: 0
tw 347: 0, average value: 0
tw 348: 0, average value: 0
tw 349: 0, average value: 0
tw 350: 0, average value: 0
tw 351: 0, average value: 0
tw 352: 0, average value: 0
tw 353: 0, average value: 0
tw 354: 0, average value: 0
tw 355: 0, average value: 0
tw 356: 0, average value: 0
tw 357: 0, average value: 0
tw 358: 0, average value: 0
tw 359: 0, average value: 0
tw 360: 0, average value: 0
tw 361: 0, average value: 0
tw 362: 0, average value: 0
tw 363: 0, average value: 0
tw 364: 0, average value: 0
tw 365: 0, average value: 0
tw 366: 0, average value: 0
tw 367: 0, average value: 0
tw 368: 0, average value: 0
tw 369: 0, average value: 0
tw 370: 0, average value: 0
tw 371: 0, average value: 0
tw 372: 0, average value: 0
tw 373: 0, average value: 0
tw 374: 0, average value: 0
tw 375: 0, average value: 0
tw 376: 0, average value: 0
tw 377: 0, average value: 0
tw 378: 0, average value: 0
tw 379: 0, average value: 0
tw 380: 0, average value: 0
tw 381: 0, average value: 0
tw 382: 0, average value: 0
tw 383: 0, average value: 0
tw 384: 0, average value: 0
tw 385: 0, average value: 0
tw 386: 0, average value: 0
tw 387: 0, average value: 0
tw 388: 0, average value: 0
tw 389: 0, average value: 0
tw 390: 0, average value: 0
tw 391: 0, average value: 0
tw 392: 0, average value: 0
tw 393: 0, average value: 0
tw 394: 0, average value: 0
tw 395: 0, average value: 0
tw 396: 0, average value: 0
tw 397: 0, average value: 0
tw 398: 0, average value: 0
tw 399: 0, average value: 0
tw 400: 0, average value: 0
tw 401: 0, average value: 0
tw 402: 0, average value: 0
tw 403: 0, average value: 0
tw 404: 0, average value: 0
tw 405: 0, average value: 0
tw 406: 0, average value: 0
tw 407: 0, average value: 0
tw 408: 0, average value: 0
tw 409: 0, average value: 0
tw 410: 0, average value: 0
tw 411: 0, average value: 0
tw 412: 0, average value: 0
tw 413: 0, average value: 0
tw 414: 0, average value: 0
tw 415: 0, average value: 0
tw 416: 0, average value: 0
tw 417: 0, average value: 0
tw 418: 0, average value: 0
tw 419: 0, average value: 0
tw 420: 0, average value: 0
tw 421: 0, average value: 0
tw 422: 0, average value: 0
tw 423: 0, average value: 0
tw 424: 0, average value: 0
tw 425: 0, average value: 0
tw 426: 0, average value: 0
tw 427: 0, average value: 0
tw 428: 0, average value: 0
tw 429: 0, average value: 0
tw 430: 0, average value: 0
tw 431: 0, average value: 0
tw 432: 0, average value: 0
tw 433: 0, average value: 0
tw 434: 0, average value: 0
tw 435: 0, average value: 0
tw 436: 0, average value: 0
tw 437: 0, average value: 0
tw 438: 0, average value: 0
tw 439: 0, average value: 0
tw 440: 0, average value: 0
tw 441: 0, average value: 0
tw 442: 0, average value: 0
tw 443: 0, average value: 0
tw 444: 0, average value: 0
tw 445: 0, average value: 0
tw 446: 0, average value: 0
tw 447: 0, average value: 0
tw 448: 0, average value: 0
tw 449: 0, average value: 0
tw 450: 0, average value: 0
tw 451: 0, average value: 0
tw 452: 0, average value: 0
tw 453: 0, average value: 0
tw 454: 0, average value: 0
tw 455: 0, average value: 0
tw 456: 0, average value: 0
tw 457: 0, average value: 0
tw 458: 0, average value: 0
tw 459: 0, average value: 0
tw 460: 0, average value: 0
tw 461: 0, average value: 0
tw 462: 0, average value: 0
tw 463: 0, average value: 0
tw 464: 0, average value: 0
tw 465: 0, average value: 0
tw 466: 0, average value: 0
tw 467: 0, average value: 0
tw 468: 0, average value: 0
tw 469: 0, average value: 0
tw 470: 0, average value: 0
tw 471: 0, average value: 0
tw 472: 0, average value: 0
tw 473: 0, average value: 0
tw 474: 0, average value: 0
tw 475: 0, average value: 0
tw 476: 0, average value: 0
tw 477: 0, average value: 0
tw 478: 0, average value: 0
tw 479: 0, average value: 0
tw 480: 0, average value: 0
tw 481: 0, average value: 0
tw 482: 0, average value: 0
tw 483: 0, average value: 0
tw 484: 0, average value: 0
tw 485: 0, average value: 0
tw 486: 0, average value: 0
tw 487: 0, average value: 0
tw 488: 0, average value: 0
tw 489: 0, average value: 0
tw 490: 0, average value: 0
tw 491: 0, average value: 0
tw 492: 0, average value: 0
tw 493: 0, average value: 0
tw 494: 0, average value: 0
tw 495: 0, average value: 0
tw 496: 0, average value: 0
tw 497: 0, average value: 0
tw 498: 0, average value: 0
tw 499: 0, average value: 0
tw 500: 0, average value: 0
tw 501: 0, average value: 0
tw 502: 0, average value: 0
tw 503: 0, average value: 0
tw 504: 0, average value: 0
tw 505: 0, average value: 0
tw 506: 0, average value: 0
tw 507: 0, average value: 0
tw 508: 0, average value: 0
tw 509: 0, average value: 0
tw 510: 0, average value: 0
tw 511: 0, average value: 0
tw 512: 0, average value: 0
tw 513: 0, average value: 0
tw 514: 0, average value: 0
tw 515: 0, average value: 0
tw 516: 0, average value: 0
tw 517: 0, average value: 0
tw 518: 0, average value: 0
tw 519: 0, average value: 0
tw 520: 0, average value: 0
tw 521: 0, average value: 0
tw 522: 0, average value: 0
tw 523: 0, average value: 0
tw 524: 0, average value: 0
tw 525: 0, average value: 0
tw 526: 0, average value: 0
tw 527: 0, average value: 0
tw 528: 0, average value: 0
tw 529: 0, average value: 0
tw 530: 0, average value: 0
tw 531: 0, average value: 0
tw 532: 0, average value: 0
tw 533: 0, average value: 0
tw 534: 0, average value: 0
tw 535: 0, average value: 0
tw 536: 0, average value: 0
tw 537: 0, average value: 0
tw 538: 0, average value: 0
tw 539: 0, average value: 0
tw 540: 0, average value: 0
tw 541: 0, average value: 0
tw 542: 0, average value: 0
tw 543: 0, average value: 0
tw 544: 0, average value: 0
tw 545: 0, average value: 0
tw 546: 0, average value: 0
tw 547: 0, average value: 0
tw 548: 0, average value: 0
tw 549: 0, average value: 0
tw 550: 0, average value: 0
tw 551: 0, average value: 0
tw 552: 0, average value: 0
tw 553: 0, average value: 0
tw 554: 0, average value: 0
tw 555: 0, average value: 0
tw 556: 0, average value: 0
tw 557: 0, average value: 0
tw 558: 0, average value: 0
tw 559: 0, average value: 0
tw 560: 0, average value: 0
tw 561: 0, average value: 0
tw 562: 0, average value: 0
tw 563: 0, average value: 0
tw 564: 0, average value: 0
tw 565: 0, average value: 0
tw 566: 0, average value: 0
tw 567: 0, average value: 0
tw 568: 0, average value: 0
tw 569: 0, average value: 0
tw 570: 0, average value: 0
tw 571: 0, average value: 0
tw 572: 0, average value: 0
tw 573: 0, average value: 0
tw 574: 0, average value: 0
tw 575: 0, average value: 0
tw 576: 0, average value: 0
tw 577: 0, average value: 0
tw 578: 0, average value: 0
tw 579: 0, average value: 0
tw 580: 0, average value: 0
tw 581: 0, average value: 0
tw 582: 0, average value: 0
tw 583: 0, average value: 0
tw 584: 0, average value: 0
tw 585: 0, average value: 0
tw 586: 0, average value: 0
tw 587: 0, average value: 0
tw 588: 0, average value: 0
tw 589: 0, average value: 0
tw 590: 0, average value: 0
tw 591: 0, average value: 0
tw 592: 0, average value: 0
tw 593: 0, average value: 0
tw 594: 0, average value: 0
tw 595: 0, average value: 0
tw 596: 0, average value: 0
tw 597: 0, average value: 0
tw 598: 0, average value: 0
tw 599: 0, average value: 0
tw 600: 0, average value: 0
tw 601: 0, average value: 0
tw 602: 0, average value: 0
tw 603: 0, average value: 0
tw 604: 0, average value: 0
tw 605: 0, average value: 0
tw 606: 0, average value: 0
tw 607: 0, average value: 0
tw 608: 0, average value: 0
tw 609: 0, average value: 0
tw 610: 0, average value: 0
tw 611: 0, average value: 0
tw 612: 0, average value: 0
tw 613: 0, average value: 0
tw 614: 0, average value: 0
tw 615: 0, average value: 0
tw 616: 0, average value: 0
tw 617: 0, average value: 0
tw 618: 0, average value: 0
tw 619: 0, average value: 0
tw 620: 0, average value: 0
tw 621: 0, average value: 0
tw 622: 0, average value: 0
tw 623: 0, average value: 0
tw 624: 0, average value: 0
tw 625: 0, average value: 0
tw 626: 0, average value: 0
tw 627: 0, average value: 0
tw 628: 0, average value: 0
tw 629: 0, average value: 0
tw 630: 0, average value: 0
tw 631: 0, average value: 0
tw 632: 0, average value: 0
tw 633: 0, average value: 0
tw 634: 0, average value: 0
tw 635: 0, average value: 0
tw 636: 0, average value: 0
tw 637: 0, average value: 0
tw 638: 0, average value: 0
tw 639: 0, average value: 0
tw 640: 0, average value: 0
tw 641: 0, average value: 0
tw 642: 0, average value: 0
tw 643: 0, average value: 0
tw 644: 0, average value: 0
tw 645: 0, average value: 0
tw 646: 0, average value: 0
tw 647: 0, average value: 0
tw 648: 0, average value: 0
tw 649: 0, average value: 0
tw 650: 0, average value: 0
tw 651: 0, average value: 0
tw 652: 0, average value: 0
tw 653: 0, average value: 0
tw 654: 0, average value: 0
tw 655: 0, average value: 0
tw 656: 0, average value: 0
tw 657: 0, average value: 0
tw 658: 0, average value: 0
tw 659: 0, average value: 0
tw 660: 0, average value: 0
tw 661: 0, average value: 0
tw 662: 0, average value: 0
tw 663: 0, average value: 0
tw 664: 0, average value: 0
tw 665: 0, average value: 0
tw 666: 0, average value: 0
tw 667: 0, average value: 0
tw 668: 0, average value: 0
tw 669: 0, average value: 0
tw 670: 0, average value: 0
tw 671: 0, average value: 0
tw 672: 0, average value: 0
tw 673: 0, average value: 0
tw 674: 0, average value: 0
tw 675: 0, average value: 0
tw 676: 0, average value: 0
tw 677: 0, average value: 0
tw 678: 0, average value: 0
tw 679: 0, average value: 0
tw 680: 0, average value: 0
tw 681: 0, average value: 0
tw 682: 0, average value: 0
tw 683: 0, average value: 0
tw 684: 0, average value: 0
tw 685: 0, average value: 0
tw 686: 0, average value: 0
tw 687: 0, average value: 0
tw 688: 0, average value: 0
tw 689: 0, average value: 0
tw 690: 0, average value: 0
tw 691: 0, average value: 0
tw 692: 0, average value: 0
tw 693: 0, average value: 0
tw 694: 0, average value: 0
tw 695: 0, average value: 0
tw 696: 0, average value: 0
tw 697: 0, average value: 0
tw 698: 0, average value: 0
tw 699: 0, average value: 0
tw 700: 0, average value: 0
tw 701: 0, average value: 0
tw 702: 0, average value: 0
tw 703: 0, average value: 0
tw 704: 0, average value: 0
tw 705: 0, average value: 0
tw 706: 0, average value: 0
tw 707: 0, average value: 0
tw 708: 0, average value: 0
tw 709: 0, average value: 0
tw 710: 0, average value: 0
tw 711: 0, average value: 0
tw 712: 0, average value: 0
tw 713: 0, average value: 0
tw 714: 0, average value: 0
tw 715: 0, average value: 0
tw 716: 0, average value: 0
tw 717: 0, average value: 0
tw 718: 0, average value: 0
tw 719: 0, average value: 0
tw 720: 0, average value: 0
tw 721: 0, average value: 0
tw 722: 0, average value: 0
tw 723: 0, average value: 0
tw 724: 0, average value: 0
tw 725: 0, average value: 0
tw 726: 0, average value: 0
tw 727: 0, average value: 0
tw 728: 0, average value: 0
tw 729: 0, average value: 0
tw 730: 0, average value: 0
tw 731: 0, average value: 0
tw 732: 0, average value: 0
tw 733: 0, average value: 0
tw 734: 0, average value: 0
tw 735: 0, average value: 0
tw 736: 0, average value: 0
tw 737: 0, average value: 0
tw 738: 0, average value: 0
tw 739: 0, average value: 0
tw 740: 0, average value: 0
tw 741: 0, average value: 0
tw 742: 0, average value: 0
tw 743: 0, average value: 0
tw 744: 0, average value: 0
tw 745: 0, average value: 0
tw 746: 0, average value: 0
tw 747: 0, average value: 0
tw 748: 0, average value: 0
tw 749: 0, average value: 0
tw 750: 0, average value: 0
tw 751: 0, average value: 0
tw 752: 0, average value: 0
tw 753: 0, average value: 0
tw 754: 0, average value: 0
tw 755: 0, average value: 0
tw 756: 0, average value: 0
tw 757: 0, average value: 0
tw 758: 0, average value: 0
tw 759: 0, average value: 0
tw 760: 0, average value: 0
tw 761: 0, average value: 0
tw 762: 0, average value: 0
tw 763: 0, average value: 0
tw 764: 0, average value: 0
tw 765: 0, average value: 0
tw 766: 0, average value: 0
tw 767: 0, average value: 0
tw 768: 0, average value: 0
tw 769: 0, average value: 0
tw 770: 0, average value: 0
tw 771: 0, average value: 0
tw 772: 0, average value: 0
tw 773: 0, average value: 0
tw 774: 0, average value: 0
tw 775: 0, average value: 0
tw 776: 0, average value: 0
tw 777: 0, average value: 0
tw 778: 0, average value: 0
tw 779: 0, average value: 0
tw 780: 0, average value: 0
tw 781: 0, average value: 0
tw 782: 0, average value: 0
tw 783: 0, average value: 0
tw 784: 0, average value: 0
tw 785: 0, average value: 0
tw 786: 0, average value: 0
tw 787: 0, average value: 0
tw 788: 0, average value: 0
tw 789: 0, average value: 0
tw 790: 0, average value: 0
tw 791: 0, average value: 0
tw 792: 0, average value: 0
tw 793: 0, average value: 0
tw 794: 0, average value: 0
tw 795: 0, average value: 0
tw 796: 0, average value: 0
tw 797: 0, average value: 0
tw 798: 0, average value: 0
tw 799: 0, average value: 0
tw 800: 0, average value: 0
tw 801: 0, average value: 0
tw 802: 0, average value: 0
tw 803: 0, average value: 0
tw 804: 0, average value: 0
tw 805: 0, average value: 0
tw 806: 0, average value: 0
tw 807: 0, average value: 0
tw 808: 0, average value: 0
tw 809: 0, average value: 0
tw 810: 0, average value: 0
tw 811: 0, average value: 0
tw 812: 0, average value: 0
tw 813: 0, average value: 0
tw 814: 0, average value: 0
tw 815: 0, average value: 0
tw 816: 0, average value: 0
tw 817: 0, average value: 0
tw 818: 0, average value: 0
tw 819: 0, average value: 0
tw 820: 0, average value: 0
tw 821: 0, average value: 0
tw 822: 0, average value: 0
tw 823: 0, average value: 0
tw 824: 0, average value: 0
tw 825: 0, average value: 0
tw 826: 0, average value: 0
tw 827: 0, average value: 0
tw 828: 0, average value: 0
tw 829: 0, average value: 0
tw 830: 0, average value: 0
tw 831: 0, average value: 0
tw 832: 0, average value: 0
tw 833: 0, average value: 0
tw 834: 0, average value: 0
tw 835: 0, average value: 0
tw 836: 0, average value: 0
tw 837: 0, average value: 0
tw 838: 0, average value: 0
tw 839: 0, average value: 0
tw 840: 0, average value: 0
tw 841: 0, average value: 0
tw 842: 0, average value: 0
tw 843: 0, average value: 0
tw 844: 0, average value: 0
tw 845: 0, average value: 0
tw 846: 0, average value: 0
tw 847: 0, average value: 0
tw 848: 0, average value: 0
tw 849: 0, average value: 0
tw 850: 0, average value: 0
tw 851: 0, average value: 0
tw 852: 0, average value: 0
tw 853: 0, average value: 0
tw 854: 0, average value: 0
tw 855: 0, average value: 0
tw 856: 0, average value: 0
tw 857: 0, average value: 0
tw 858: 0, average value: 0
tw 859: 0, average value: 0
tw 860: 0, average value: 0
tw 861: 0, average value: 0
tw 862: 0, average value: 0
tw 863: 0, average value: 0
tw 864: 0, average value: 0
tw 865: 0, average value: 0
tw 866: 0, average value: 0
tw 867: 0, average value: 0
tw 868: 0, average value: 0
tw 869: 0, average value: 0
tw 870: 0, average value: 0
tw 871: 0, average value: 0
tw 872: 0, average value: 0
tw 873: 0, average value: 0
tw 874: 0, average value: 0
tw 875: 0, average value: 0
tw 876: 0, average value: 0
tw 877: 0, average value: 0
tw 878: 0, average value: 0
tw 879: 0, average value: 0
tw 880: 0, average value: 0
tw 881: 0, average value: 0
tw 882: 0, average value: 0
tw 883: 0, average value: 0
tw 884: 0, average value: 0
tw 885: 0, average value: 0
tw 886: 0, average value: 0
tw 887: 0, average value: 0
tw 888: 0, average value: 0
tw 889: 0, average value: 0
tw 890: 0, average value: 0
tw 891: 0, average value: 0
tw 892: 0, average value: 0
tw 893: 0, average value: 0
tw 894: 0, average value: 0
tw 895: 0, average value: 0
tw 896: 0, average value: 0
tw 897: 0, average value: 0
tw 898: 0, average value: 0
tw 899: 0, average value: 0
tw 900: 0, average value: 0
tw 901: 0, average value: 0
tw 902: 0, average value: 0
tw 903: 0, average value: 0
tw 904: 0, average value: 0
tw 905: 0, average value: 0
tw 906: 0, average value: 0
tw 907: 0, average value: 0
